age;educ;insch;male;nkids;married;emp
18;none;False;False;0;True;1.6390630632758038e-12
18;none;False;False;1;False;1.028192429112003e-12
18;none;False;False;1;True;1.5177673343255524e-12
18;none;False;False;2;False;8.926374436091954e-13
18;none;False;False;2;True;1.3176677000783564e-12
18;none;False;False;3;False;1.3490710563917306e-12
18;none;False;False;3;True;1.9914326570596396e-12
18;none;False;False;4;False;1.3490710563917306e-12
18;none;False;False;4;True;1.9914326570596396e-12
18;none;False;False;5;False;1.3490710563917306e-12
18;none;False;False;5;True;1.9914326570596396e-12
18;none;False;False;6;False;1.3490710563917306e-12
18;none;False;False;6;True;1.9914326570596396e-12
18;none;False;False;7;False;1.3490710563917306e-12
18;none;False;False;7;True;1.9914326570596396e-12
18;none;False;True;0;False;1.1103626981445457e-12
18;none;False;True;0;True;1.6390630632758038e-12
18;none;False;True;1;False;1.028192429112003e-12
18;none;False;True;1;True;1.5177673343255524e-12
18;none;False;True;2;False;8.926374436091954e-13
18;none;False;True;2;True;1.3176677000783564e-12
18;none;False;True;3;False;1.3490710563917306e-12
18;none;False;True;3;True;1.9914326570596396e-12
18;none;False;True;4;False;1.3490710563917306e-12
18;none;False;True;4;True;1.9914326570596396e-12
18;none;False;True;5;False;1.3490710563917306e-12
18;none;False;True;5;True;1.9914326570596396e-12
18;none;False;True;6;False;1.3490710563917306e-12
18;none;False;True;6;True;1.9914326570596396e-12
18;none;False;True;7;False;1.3490710563917306e-12
18;none;False;True;7;True;1.9914326570596396e-12
18;none;True;False;0;False;0.8394815057647166
18;none;True;False;0;True;0.9501004880468732
18;none;True;False;1;False;0.7522092654146777
18;none;True;False;1;True;0.9170262068655536
18;none;True;False;2;False;0.3798414708933159
18;none;True;False;2;True;0.6903936090266047
18;none;True;False;3;False;0.5002592509395203
18;none;True;False;3;True;0.7846914142753731
18;none;True;False;4;False;0.5002592509395203
18;none;True;False;4;True;0.7846914142753731
18;none;True;False;5;False;0.5002592509395203
18;none;True;False;5;True;0.7846914142753731
18;none;True;False;6;False;0.5002592509395203
18;none;True;False;6;True;0.7846914142753731
18;none;True;False;7;False;0.5002592509395203
18;none;True;False;7;True;0.7846914142753731
18;none;True;True;0;False;0.8394815057647166
18;none;True;True;0;True;0.9501004880468732
18;none;True;True;1;False;0.7522092654146777
18;none;True;True;1;True;0.9170262068655536
18;none;True;True;2;False;0.3798414708933159
18;none;True;True;2;True;0.6903936090266047
18;none;True;True;3;False;0.5002592509395203
18;none;True;True;3;True;0.7846914142753731
18;none;True;True;4;False;0.5002592509395203
18;none;True;True;4;True;0.7846914142753731
18;none;True;True;5;False;0.5002592509395203
18;none;True;True;5;True;0.7846914142753731
18;none;True;True;6;False;0.5002592509395203
18;none;True;True;6;True;0.7846914142753731
18;none;True;True;7;False;0.5002592509395203
18;none;True;True;7;True;0.7846914142753731
18;uni;False;False;0;False;0.9772598504016762
18;uni;False;False;0;True;0.9662469240344459
18;uni;False;False;1;False;0.9785501816262856
18;uni;False;False;1;True;0.9681417839496677
18;uni;False;False;2;False;0.9894934613259166
18;uni;False;False;2;True;0.9843100832052065
18;uni;False;False;3;False;0.971720039773229
18;uni;False;False;3;True;0.9581391361340192
18;uni;False;False;4;False;0.971720039773229
18;uni;False;False;4;True;0.9581391361340192
18;uni;False;False;5;False;0.971720039773229
18;uni;False;False;5;True;0.9581391361340192
18;uni;False;False;6;False;0.971720039773229
18;uni;False;False;6;True;0.9581391361340192
18;uni;False;False;7;False;0.971720039773229
18;uni;False;False;7;True;0.9581391361340192
18;uni;False;True;0;False;0.9772598504016762
18;uni;False;True;0;True;0.9662469240344459
18;uni;False;True;1;False;0.9785501816262856
18;uni;False;True;1;True;0.9681417839496677
18;uni;False;True;2;False;0.9894934613259166
18;uni;False;True;2;True;0.9843100832052065
18;uni;False;True;3;False;0.971720039773229
18;uni;False;True;3;True;0.9581391361340192
18;uni;False;True;4;False;0.971720039773229
18;uni;False;True;4;True;0.9581391361340192
18;uni;False;True;5;False;0.971720039773229
18;uni;False;True;5;True;0.9581391361340192
18;uni;False;True;6;False;0.971720039773229
18;uni;False;True;6;True;0.9581391361340192
18;uni;False;True;7;False;0.971720039773229
18;uni;False;True;7;True;0.9581391361340192
18;uni;True;False;0;False;0.8394815057647166
18;uni;True;False;0;True;0.9501004880468732
18;uni;True;False;1;False;0.7522092654146777
18;uni;True;False;1;True;0.9170262068655536
18;uni;True;False;2;False;0.3798414708933159
18;uni;True;False;2;True;0.6903936090266047
18;uni;True;False;3;False;0.5002592509395203
18;uni;True;False;3;True;0.7846914142753731
18;uni;True;False;4;False;0.5002592509395203
18;uni;True;False;4;True;0.7846914142753731
18;uni;True;False;5;False;0.5002592509395203
18;uni;True;False;5;True;0.7846914142753731
18;uni;True;False;6;False;0.5002592509395203
18;uni;True;False;6;True;0.7846914142753731
18;uni;True;False;7;False;0.5002592509395203
18;uni;True;False;7;True;0.7846914142753731
18;uni;True;True;0;False;0.8394815057647166
18;uni;True;True;0;True;0.9501004880468732
18;uni;True;True;1;False;0.7522092654146777
18;uni;True;True;1;True;0.9170262068655536
18;uni;True;True;2;False;0.3798414708933159
18;uni;True;True;2;True;0.6903936090266047
18;uni;True;True;3;False;0.5002592509395203
18;uni;True;True;3;True;0.7846914142753731
18;uni;True;True;4;False;0.5002592509395203
18;uni;True;True;4;True;0.7846914142753731
18;uni;True;True;5;False;0.5002592509395203
18;uni;True;True;5;True;0.7846914142753731
18;uni;True;True;6;False;0.5002592509395203
18;uni;True;True;6;True;0.7846914142753731
18;uni;True;True;7;False;0.5002592509395203
18;uni;True;True;7;True;0.7846914142753731
19;dec;False;False;0;False;0.9957436160551921
19;dec;False;False;0;True;0.9964108956190593
19;dec;False;False;1;False;0.9920750331583897
19;dec;False;False;1;True;0.993313579859195
19;dec;False;False;2;False;0.9932420477117034
19;dec;False;False;2;True;0.9942992565766381
19;dec;False;False;3;False;0.9885995473001933
19;dec;False;False;3;True;0.9903759881831439
19;dec;False;False;4;False;0.9885995473001933
19;dec;False;False;4;True;0.9903759881831439
19;dec;False;False;5;False;0.9885995473001933
19;dec;False;False;5;True;0.9903759881831439
19;dec;False;False;6;False;0.9885995473001933
19;dec;False;False;6;True;0.9903759881831439
19;dec;False;False;7;False;0.9885995473001933
19;dec;False;False;7;True;0.9903759881831439
19;dec;False;True;0;False;0.9957436160551921
19;dec;False;True;0;True;0.9964108956190593
19;dec;False;True;1;False;0.9920750331583897
19;dec;False;True;1;True;0.993313579859195
19;dec;False;True;2;False;0.9932420477117034
19;dec;False;True;2;True;0.9942992565766381
19;dec;False;True;3;False;0.9885995473001933
19;dec;False;True;3;True;0.9903759881831439
19;dec;False;True;4;False;0.9885995473001933
19;dec;False;True;4;True;0.9903759881831439
19;dec;False;True;5;False;0.9885995473001933
19;dec;False;True;5;True;0.9903759881831439
19;dec;False;True;6;False;0.9885995473001933
19;dec;False;True;6;True;0.9903759881831439
19;dec;False;True;7;False;0.9885995473001933
19;dec;False;True;7;True;0.9903759881831439
19;dec;True;False;0;False;0.8311302927343084
19;dec;True;False;0;True;0.9471420207267272
19;dec;True;False;1;False;0.7407199415026039
19;dec;True;False;1;True;0.9122878451974245
19;dec;True;False;2;False;0.36564697167100674
19;dec;True;False;2;True;0.6772678107567536
19;dec;True;False;3;False;0.48508463678302904
19;dec;True;False;3;True;0.774256198998829
19;dec;True;False;4;False;0.48508463678302904
19;dec;True;False;4;True;0.774256198998829
19;dec;True;False;5;False;0.48508463678302904
19;dec;True;False;5;True;0.774256198998829
19;dec;True;False;6;False;0.48508463678302904
19;dec;True;False;6;True;0.774256198998829
19;dec;True;False;7;False;0.48508463678302904
19;dec;True;False;7;True;0.774256198998829
19;dec;True;True;0;False;0.8311302927343084
19;dec;True;True;0;True;0.9471420207267272
19;dec;True;True;1;False;0.7407199415026039
19;dec;True;True;1;True;0.9122878451974245
19;dec;True;True;2;False;0.36564697167100674
19;dec;True;True;2;True;0.6772678107567536
19;dec;True;True;3;False;0.48508463678302904
19;dec;True;True;3;True;0.774256198998829
19;dec;True;True;4;False;0.48508463678302904
19;dec;True;True;4;True;0.774256198998829
19;dec;True;True;5;False;0.48508463678302904
19;dec;True;True;5;True;0.774256198998829
19;dec;True;True;6;False;0.48508463678302904
19;dec;True;True;6;True;0.774256198998829
19;dec;True;True;7;False;0.48508463678302904
19;dec;True;True;7;True;0.774256198998829
19;des;False;False;0;False;0.9459435289405353
19;des;False;False;0;True;0.9618791570613532
19;des;False;False;1;False;0.9113367175089935
19;des;False;False;1;True;0.9367926049050501
19;des;False;False;2;False;0.8527436460924293
19;des;False;False;2;True;0.8930477923411806
19;des;False;False;3;False;0.7365054617149844
19;des;False;False;3;True;0.8012074421513374
19;des;False;False;4;False;0.7365054617149844
19;des;False;False;4;True;0.8012074421513374
19;des;False;False;5;False;0.7365054617149844
19;des;False;False;5;True;0.8012074421513374
19;des;False;False;6;False;0.7365054617149844
19;des;False;False;6;True;0.8012074421513374
19;des;False;False;7;False;0.7365054617149844
19;des;False;False;7;True;0.8012074421513374
19;des;False;True;0;False;0.9459435289405353
19;des;False;True;0;True;0.9618791570613532
19;des;False;True;1;False;0.9113367175089935
19;des;False;True;1;True;0.9367926049050501
19;des;False;True;2;False;0.8527436460924293
19;des;False;True;2;True;0.8930477923411806
19;des;False;True;3;False;0.7365054617149844
19;des;False;True;3;True;0.8012074421513374
19;des;False;True;4;False;0.7365054617149844
19;des;False;True;4;True;0.8012074421513374
19;des;False;True;5;False;0.7365054617149844
19;des;False;True;5;True;0.8012074421513374
19;des;False;True;6;False;0.7365054617149844
19;des;False;True;6;True;0.8012074421513374
19;des;False;True;7;False;0.7365054617149844
19;des;False;True;7;True;0.8012074421513374
19;des;True;False;0;False;0.8311302927343084
19;des;True;False;0;True;0.9471420207267272
19;des;True;False;1;False;0.7407199415026039
19;des;True;False;1;True;0.9122878451974245
19;des;True;False;2;False;0.36564697167100674
19;des;True;False;2;True;0.6772678107567536
19;des;True;False;3;False;0.48508463678302904
19;des;True;False;3;True;0.774256198998829
19;des;True;False;4;False;0.48508463678302904
19;des;True;False;4;True;0.774256198998829
19;des;True;False;5;False;0.48508463678302904
19;des;True;False;5;True;0.774256198998829
19;des;True;False;6;False;0.48508463678302904
19;des;True;False;6;True;0.774256198998829
19;des;True;False;7;False;0.48508463678302904
19;des;True;False;7;True;0.774256198998829
19;des;True;True;0;False;0.8311302927343084
19;des;True;True;0;True;0.9471420207267272
19;des;True;True;1;False;0.7407199415026039
19;des;True;True;1;True;0.9122878451974245
19;des;True;True;2;False;0.36564697167100674
19;des;True;True;2;True;0.6772678107567536
19;des;True;True;3;False;0.48508463678302904
19;des;True;True;3;True;0.774256198998829
19;des;True;True;4;False;0.48508463678302904
19;des;True;True;4;True;0.774256198998829
19;des;True;True;5;False;0.48508463678302904
19;des;True;True;5;True;0.774256198998829
19;des;True;True;6;False;0.48508463678302904
19;des;True;True;6;True;0.774256198998829
19;des;True;True;7;False;0.48508463678302904
19;des;True;True;7;True;0.774256198998829
19;none;False;False;0;False;0.7412800923486469
19;none;False;False;0;True;0.8087750856800835
19;none;False;False;1;False;0.7262637377521163
19;none;False;False;1;True;0.7966012960989673
19;none;False;False;2;False;0.6972783632133235
19;none;False;False;2;True;0.772733180282934
19;none;False;False;3;False;0.776842883575595
19;none;False;False;3;True;0.8370990558372052
19;none;False;False;4;False;0.776842883575595
19;none;False;False;4;True;0.8370990558372052
19;none;False;False;5;False;0.776842883575595
19;none;False;False;5;True;0.8370990558372052
19;none;False;False;6;False;0.776842883575595
19;none;False;False;6;True;0.8370990558372052
19;none;False;False;7;False;0.776842883575595
19;none;False;False;7;True;0.8370990558372052
19;none;False;True;0;False;0.7412800923486469
19;none;False;True;0;True;0.8087750856800835
19;none;False;True;1;False;0.7262637377521163
19;none;False;True;1;True;0.7966012960989673
19;none;False;True;2;False;0.6972783632133235
19;none;False;True;2;True;0.772733180282934
19;none;False;True;3;False;0.776842883575595
19;none;False;True;3;True;0.8370990558372052
19;none;False;True;4;False;0.776842883575595
19;none;False;True;4;True;0.8370990558372052
19;none;False;True;5;False;0.776842883575595
19;none;False;True;5;True;0.8370990558372052
19;none;False;True;6;False;0.776842883575595
19;none;False;True;6;True;0.8370990558372052
19;none;False;True;7;False;0.776842883575595
19;none;False;True;7;True;0.8370990558372052
19;none;True;False;0;False;0.8311302927343084
19;none;True;False;0;True;0.9471420207267272
19;none;True;False;1;False;0.7407199415026039
19;none;True;False;1;True;0.9122878451974245
19;none;True;False;2;False;0.36564697167100674
19;none;True;False;2;True;0.6772678107567536
19;none;True;False;3;False;0.48508463678302904
19;none;True;False;3;True;0.774256198998829
19;none;True;False;4;False;0.48508463678302904
19;none;True;False;4;True;0.774256198998829
19;none;True;False;5;False;0.48508463678302904
19;none;True;False;5;True;0.774256198998829
19;none;True;False;6;False;0.48508463678302904
19;none;True;False;6;True;0.774256198998829
19;none;True;False;7;False;0.48508463678302904
19;none;True;False;7;True;0.774256198998829
19;none;True;True;0;False;0.8311302927343084
19;none;True;True;0;True;0.9471420207267272
19;none;True;True;1;False;0.7407199415026039
19;none;True;True;1;True;0.9122878451974245
19;none;True;True;2;False;0.36564697167100674
19;none;True;True;2;True;0.6772678107567536
19;none;True;True;3;False;0.48508463678302904
19;none;True;True;3;True;0.774256198998829
19;none;True;True;4;False;0.48508463678302904
19;none;True;True;4;True;0.774256198998829
19;none;True;True;5;False;0.48508463678302904
19;none;True;True;5;True;0.774256198998829
19;none;True;True;6;False;0.48508463678302904
19;none;True;True;6;True;0.774256198998829
19;none;True;True;7;False;0.48508463678302904
19;none;True;True;7;True;0.774256198998829
19;uni;False;False;0;False;0.9769631752336929
19;uni;False;False;0;True;0.9658115971805208
19;uni;False;False;1;False;0.9782699662097644
19;uni;False;False;1;True;0.9677300796724987
19;uni;False;False;2;False;0.9893546511359098
19;uni;False;False;2;True;0.9841038914597476
19;uni;False;False;3;False;0.9713532090863287
19;uni;False;False;3;True;0.957603828119738
19;uni;False;False;4;False;0.9713532090863287
19;uni;False;False;4;True;0.957603828119738
19;uni;False;False;5;False;0.9713532090863287
19;uni;False;False;5;True;0.957603828119738
19;uni;False;False;6;False;0.9713532090863287
19;uni;False;False;6;True;0.957603828119738
19;uni;False;False;7;False;0.9713532090863287
19;uni;False;False;7;True;0.957603828119738
19;uni;False;True;0;False;0.9769631752336929
19;uni;False;True;0;True;0.9658115971805208
19;uni;False;True;1;False;0.9782699662097644
19;uni;False;True;1;True;0.9677300796724987
19;uni;False;True;2;False;0.9893546511359098
19;uni;False;True;2;True;0.9841038914597476
19;uni;False;True;3;False;0.9713532090863287
19;uni;False;True;3;True;0.957603828119738
19;uni;False;True;4;False;0.9713532090863287
19;uni;False;True;4;True;0.957603828119738
19;uni;False;True;5;False;0.9713532090863287
19;uni;False;True;5;True;0.957603828119738
19;uni;False;True;6;False;0.9713532090863287
19;uni;False;True;6;True;0.957603828119738
19;uni;False;True;7;False;0.9713532090863287
19;uni;False;True;7;True;0.957603828119738
19;uni;True;False;0;False;0.8311302927343084
19;uni;True;False;0;True;0.9471420207267272
19;uni;True;False;1;False;0.7407199415026039
19;uni;True;False;1;True;0.9122878451974245
19;uni;True;False;2;False;0.36564697167100674
19;uni;True;False;2;True;0.6772678107567536
19;uni;True;False;3;False;0.48508463678302904
19;uni;True;False;3;True;0.774256198998829
19;uni;True;False;4;False;0.48508463678302904
19;uni;True;False;4;True;0.774256198998829
19;uni;True;False;5;False;0.48508463678302904
19;uni;True;False;5;True;0.774256198998829
19;uni;True;False;6;False;0.48508463678302904
19;uni;True;False;6;True;0.774256198998829
19;uni;True;False;7;False;0.48508463678302904
19;uni;True;False;7;True;0.774256198998829
19;uni;True;True;0;False;0.8311302927343084
19;uni;True;True;0;True;0.9471420207267272
19;uni;True;True;1;False;0.7407199415026039
19;uni;True;True;1;True;0.9122878451974245
19;uni;True;True;2;False;0.36564697167100674
19;uni;True;True;2;True;0.6772678107567536
19;uni;True;True;3;False;0.48508463678302904
19;uni;True;True;3;True;0.774256198998829
19;uni;True;True;4;False;0.48508463678302904
19;uni;True;True;4;True;0.774256198998829
19;uni;True;True;5;False;0.48508463678302904
19;uni;True;True;5;True;0.774256198998829
19;uni;True;True;6;False;0.48508463678302904
19;uni;True;True;6;True;0.774256198998829
19;uni;True;True;7;False;0.48508463678302904
19;uni;True;True;7;True;0.774256198998829
20;dec;False;False;0;False;0.9931715584975451
20;dec;False;False;0;True;0.9942397306887165
20;dec;False;False;1;False;0.9873143583227811
20;dec;False;False;1;True;0.989288890120856
20;dec;False;False;2;False;0.9891747705814384
20;dec;False;False;2;True;0.9908624075147948
20;dec;False;False;3;False;0.9817894071189852
20;dec;False;False;3;True;0.9846104981973426
20;dec;False;False;4;False;0.9817894071189852
20;dec;False;False;4;True;0.9846104981973426
20;dec;False;False;5;False;0.9817894071189852
20;dec;False;False;5;True;0.9846104981973426
20;dec;False;False;6;False;0.9817894071189852
20;dec;False;False;6;True;0.9846104981973426
20;dec;False;False;7;False;0.9817894071189852
20;dec;False;False;7;True;0.9846104981973426
20;dec;False;True;0;False;0.9931715584975451
20;dec;False;True;0;True;0.9942397306887165
20;dec;False;True;1;False;0.9873143583227811
20;dec;False;True;1;True;0.989288890120856
20;dec;False;True;2;False;0.9891747705814384
20;dec;False;True;2;True;0.9908624075147948
20;dec;False;True;3;False;0.9817894071189852
20;dec;False;True;3;True;0.9846104981973426
20;dec;False;True;4;False;0.9817894071189852
20;dec;False;True;4;True;0.9846104981973426
20;dec;False;True;5;False;0.9817894071189852
20;dec;False;True;5;True;0.9846104981973426
20;dec;False;True;6;False;0.9817894071189852
20;dec;False;True;6;True;0.9846104981973426
20;dec;False;True;7;False;0.9817894071189852
20;dec;False;True;7;True;0.9846104981973426
20;dec;True;False;0;False;0.8231409767536934
20;dec;True;False;0;True;0.9442732761565009
20;dec;True;False;1;False;0.729843607148281
20;dec;True;False;1;True;0.9077117886577555
20;dec;True;False;2;False;0.35278450835761
20;dec;True;False;2;True;0.664933800099202
20;dec;True;False;3;False;0.47114117732347316
20;dec;True;False;3;True;0.7643390800071244
20;dec;True;False;4;False;0.47114117732347316
20;dec;True;False;4;True;0.7643390800071244
20;dec;True;False;5;False;0.47114117732347316
20;dec;True;False;5;True;0.7643390800071244
20;dec;True;False;6;False;0.47114117732347316
20;dec;True;False;6;True;0.7643390800071244
20;dec;True;False;7;False;0.47114117732347316
20;dec;True;False;7;True;0.7643390800071244
20;dec;True;True;0;False;0.8231409767536934
20;dec;True;True;0;True;0.9442732761565009
20;dec;True;True;1;False;0.729843607148281
20;dec;True;True;1;True;0.9077117886577555
20;dec;True;True;2;False;0.35278450835761
20;dec;True;True;2;True;0.664933800099202
20;dec;True;True;3;False;0.47114117732347316
20;dec;True;True;3;True;0.7643390800071244
20;dec;True;True;4;False;0.47114117732347316
20;dec;True;True;4;True;0.7643390800071244
20;dec;True;True;5;False;0.47114117732347316
20;dec;True;True;5;True;0.7643390800071244
20;dec;True;True;6;False;0.47114117732347316
20;dec;True;True;6;True;0.7643390800071244
20;dec;True;True;7;False;0.47114117732347316
20;dec;True;True;7;True;0.7643390800071244
20;des;False;False;0;False;0.9285493464723455
20;des;False;False;0;True;0.9493380827643051
20;des;False;False;1;False;0.8841703789081302
20;des;False;False;1;True;0.9167131148302087
20;des;False;False;2;False;0.8113409355776133
20;des;False;False;2;True;0.8611316319838065
20;des;False;False;3;False;0.6748813870978899
20;des;False;False;3;True;0.7495701179918594
20;des;False;False;4;False;0.6748813870978899
20;des;False;False;4;True;0.7495701179918594
20;des;False;False;5;False;0.6748813870978899
20;des;False;False;5;True;0.7495701179918594
20;des;False;False;6;False;0.6748813870978899
20;des;False;False;6;True;0.7495701179918594
20;des;False;False;7;False;0.6748813870978899
20;des;False;False;7;True;0.7495701179918594
20;des;False;True;0;False;0.9285493464723455
20;des;False;True;0;True;0.9493380827643051
20;des;False;True;1;False;0.8841703789081302
20;des;False;True;1;True;0.9167131148302087
20;des;False;True;2;False;0.8113409355776133
20;des;False;True;2;True;0.8611316319838065
20;des;False;True;3;False;0.6748813870978899
20;des;False;True;3;True;0.7495701179918594
20;des;False;True;4;False;0.6748813870978899
20;des;False;True;4;True;0.7495701179918594
20;des;False;True;5;False;0.6748813870978899
20;des;False;True;5;True;0.7495701179918594
20;des;False;True;6;False;0.6748813870978899
20;des;False;True;6;True;0.7495701179918594
20;des;False;True;7;False;0.6748813870978899
20;des;False;True;7;True;0.7495701179918594
20;des;True;False;0;False;0.8231409767536934
20;des;True;False;0;True;0.9442732761565009
20;des;True;False;1;False;0.729843607148281
20;des;True;False;1;True;0.9077117886577555
20;des;True;False;2;False;0.35278450835761
20;des;True;False;2;True;0.664933800099202
20;des;True;False;3;False;0.47114117732347316
20;des;True;False;3;True;0.7643390800071244
20;des;True;False;4;False;0.47114117732347316
20;des;True;False;4;True;0.7643390800071244
20;des;True;False;5;False;0.47114117732347316
20;des;True;False;5;True;0.7643390800071244
20;des;True;False;6;False;0.47114117732347316
20;des;True;False;6;True;0.7643390800071244
20;des;True;False;7;False;0.47114117732347316
20;des;True;False;7;True;0.7643390800071244
20;des;True;True;0;False;0.8231409767536934
20;des;True;True;0;True;0.9442732761565009
20;des;True;True;1;False;0.729843607148281
20;des;True;True;1;True;0.9077117886577555
20;des;True;True;2;False;0.35278450835761
20;des;True;True;2;True;0.664933800099202
20;des;True;True;3;False;0.47114117732347316
20;des;True;True;3;True;0.7643390800071244
20;des;True;True;4;False;0.47114117732347316
20;des;True;True;4;True;0.7643390800071244
20;des;True;True;5;False;0.47114117732347316
20;des;True;True;5;True;0.7643390800071244
20;des;True;True;6;False;0.47114117732347316
20;des;True;True;6;True;0.7643390800071244
20;des;True;True;7;False;0.47114117732347316
20;des;True;True;7;True;0.7643390800071244
20;none;False;False;0;False;0.7250555994107776
20;none;False;False;0;True;0.7956162312108409
20;none;False;False;1;False;0.7094666386103337
20;none;False;False;1;True;0.7828296634572803
20;none;False;False;2;False;0.6794875842921377
20;none;False;False;2;True;0.7578367680838433
20;none;False;False;3;False;0.7621329253451652
20;none;False;False;3;True;0.8254686687385457
20;none;False;False;4;False;0.7621329253451652
